"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"XAF1",-16.5,-42.6191111111111,-0.689309622369564,0.494317081009362,0.946680559332067,-4.62742240596664,"No"
"PROX1",-8.74466666666666,33.1144444444444,-0.689023729357967,0.494495188308723,0.946680559332067,-4.62744443380827,"No"
"FCN1",-5.79133333333334,0.464888888888889,-0.688960419334298,0.494534634360109,0.946680559332067,-4.62744931061297,"No"
"KATNIP",4.20133333333334,31.1846666666667,0.688786521076793,0.494642992665326,0.946680559332067,-4.62746270387679,"No"
"LY6E",-68.1940000000006,1378.58933333333,-0.688654948035513,0.49472498629776,0.946680559332067,-4.62747283519047,"No"
"NFKBIA",149.297333333333,2334.68688888889,0.688619504771285,0.494747075101836,0.946680559332067,-4.62747556405554,"No"
"CTDP1",-9.486,37.6151111111111,-0.688525538720294,0.494805638874996,0.946680559332067,-4.62748279808364,"No"
"SDS",11.1053333333333,14.1735555555556,0.688453485432384,0.494850548248694,0.946680559332067,-4.62748834450437,"No"
"MDN1",-9.38800000000018,247.146222222222,-0.688340612034161,0.494920904513387,0.946680559332067,-4.62749703200145,"No"
"HNF1A",7.445,-2.28755555555556,0.688326319047967,0.494929814014484,0.946680559332067,-4.62749813198851,"No"
"BHLHE40",-78.3286666666668,590.186666666667,-0.688319763846963,0.494933900214097,0.946680559332067,-4.62749863646892,"No"
"NKX2-1",-7.48366666666667,0.118333333333333,-0.68831822080934,0.49493486207286,0.946680559332067,-4.62749875521858,"No"
"AKAP4",10.6253333333333,-31.0337777777778,0.688193459618255,0.495012635888694,0.946680559332067,-4.62750835579136,"No"
"SEC31A",20.9606666666664,524.718,0.688067447210051,0.495091196550598,0.946680559332067,-4.62751805095316,"No"
"FAM13A",-7.55866666666667,48.4746666666667,-0.688034176864008,0.49511193962988,0.946680559332067,-4.62752061042799,"No"
"EIF2AK2",-50.9766666666669,1188.23344444444,-0.687838249460475,0.495234104333743,0.946680559332067,-4.62753568063965,"No"
"ABCG2",49.1113333333333,386.866222222222,0.687736188665006,0.495297747907665,0.946680559332067,-4.62754352925241,"No"
"MEF2A",-14.746,303.958444444444,-0.687354162608802,0.495536013732006,0.946936063387417,-4.62757289765566,"No"
"ASB1",7.536,72.648,0.686950631136345,0.495787761046869,0.947132326409483,-4.62760390229909,"No"
"VPS26A",-20.2786666666668,551.180666666667,-0.686854189515607,0.495847937616628,0.947132326409483,-4.62761130963882,"No"
"DGCR5",-6.47666666666665,38.9902222222222,-0.686219975518442,0.496243767903437,0.947383926780329,-4.62765999652266,"No"
"EDEM1",-49.6406666666664,1421.66822222222,-0.686048317053108,0.496350934635332,0.947383926780329,-4.62767316685751,"No"
"SERPINH1",12.9526666666666,120.162666666667,0.685995983217044,0.496383609297528,0.947383926780329,-4.62767718149334,"No"
"SLC15A2",-9.33700000000003,-89.1984444444444,-0.685802685451341,0.496504305165524,0.947383926780329,-4.62769200721463,"No"
"ACKR3",-5.226,16.428,-0.685510736164208,0.496686630124505,0.947383926780329,-4.62771439179842,"No"
"KLF5",13.236,43.9335555555556,0.685314477546941,0.496809216159686,0.947383926780329,-4.62772943436665,"No"
"CHD4",45.8053333333337,1151.322,0.685304748850849,0.496815293281334,0.947383926780329,-4.62773017993126,"No"
"GRIK2",7.751,43.0027777777778,0.68522475623349,0.496865262978045,0.947383926780329,-4.6277363098297,"No"
"THY1",16.5273333333333,-42.4444444444444,0.68513491155334,0.49692139035562,0.947383926780329,-4.62774319388113,"No"
"PAX3",4.412,8.03844444444444,0.684709540774129,0.497187173606725,0.947672988617634,-4.627775774754,"No"
"CLMN",-6.52066666666667,-23.1142222222222,-0.684275323269195,0.497458565359175,0.947672988617634,-4.62780901321057,"No"
"PPAN-P2RY11",-28.7153333333334,314.92,-0.684215873620066,0.497495728539481,0.947672988617634,-4.62781356238441,"No"
"AQP6",14.95,61.8806666666667,0.684119735507875,0.497555829659372,0.947672988617634,-4.62782091821046,"No"
"REEP2",16.5446666666666,-218.111777777778,0.683931178629716,0.497673718354457,0.947672988617634,-4.62783534240374,"No"
"CDC7",-12.9606666666667,268.597333333333,-0.683861980478326,0.497716985976056,0.947672988617634,-4.62784063495568,"No"
"CYP24A1",4.692,2.90111111111111,0.683720123061349,0.497805691834048,0.947672988617634,-4.62785148317307,"No"
"FRG1",-22.8680000000002,545.987111111111,-0.683549222002622,0.497912570741843,0.947677194764904,-4.62786454956781,"No"
"UBE2E1",-37.2953333333332,615.527777777778,-0.68330344168378,0.498066300151235,0.947681777708692,-4.6278833354289,"No"
"HDAC9",-9.70266666666668,36.4842222222222,-0.68306034122737,0.49821837908352,0.947681777708692,-4.62790191008144,"No"
"NKG7",15.2733333333333,-73.9164444444445,0.683043383438089,0.498228988501587,0.947681777708692,-4.6279032055439,"No"
"PLAGL1",-5.66033333333334,94.7483333333333,-0.682459014084974,0.49859466749994,0.947980394961963,-4.62794782862387,"No"
"HSPA1A",-26.1083333333333,125.562222222222,-0.682457863308758,0.498595387763294,0.947980394961963,-4.62794791646224,"No"
"RPS27A",209.917333333332,8081.45555555556,0.681897710248796,0.498946051886333,0.948085172912519,-4.62799065588432,"No"
"ATP5F1A",111.140666666668,4753.608,0.681869292095515,0.498963845686703,0.948085172912519,-4.62799282327871,"No"
"MED13",12.7426666666667,274.092888888889,0.681868023813114,0.498964639819765,0.948085172912519,-4.627992920006,"No"
"SYN1",111.089333333333,1566.59111111111,0.681605735002352,0.499128886489635,0.948198266528989,-4.62801292010851,"No"
"COG7",-9.09933333333333,-92.3866666666667,-0.680210642226735,0.500003000532476,0.948941398528578,-4.62811917490513,"No"
"MEG3",31.2166666666667,72.354,0.68002756488927,0.500117772464294,0.948941398528578,-4.62813310315875,"No"
"HOXB3",-8.66933333333333,-10.0931111111111,-0.679995124779085,0.500138110810854,0.948941398528578,-4.62813557077908,"No"
"FGF12",3.35088888888889,-31.1403703703704,0.67982562378365,0.50024438694781,0.948941398528578,-4.62814846236551,"No"
"MOXD1",-27.3886666666667,122.815333333333,-0.679656498270027,0.500350440016692,0.948941398528578,-4.62816132231927,"No"
"ACR",21.8906666666667,270.940444444444,0.67895925753981,0.500787787137612,0.948941398528578,-4.62821430662447,"No"
"CARM1",-54.8260000000001,527.198666666667,-0.678814658103169,0.50087851398132,0.948941398528578,-4.62822528840258,"No"
"B4GALT2",15.9806666666667,258.460888888889,0.678598972585523,0.501013859521055,0.948941398528578,-4.62824166472549,"No"
"MAFK",-5.86866666666666,8.30888888888889,-0.678568047703939,0.501033266940862,0.948941398528578,-4.62824401234491,"No"
"SLC31A2",8.56600000000002,75.3077777777778,0.678370487805959,0.501157258645057,0.948941398528578,-4.62825900740585,"No"
"KCNA3",5.426,-4.98777777777778,0.678320845853485,0.501188417361406,0.948941398528578,-4.62826277463749,"No"
"FAM247A",16.384,106.893555555556,0.678208381060093,0.501259011958735,0.948941398528578,-4.62827130839372,"No"
"CYTH3",22.84,-88.4102222222222,0.678145284518673,0.501298620295487,0.948941398528578,-4.62827609552379,"No"
"LINC00563",-5.86466666666666,16.6053333333333,-0.678020845745877,0.501376740743973,0.948941398528578,-4.62828553543116,"No"
"AFM",-3.75733333333333,-3.88155555555556,-0.678010818879136,0.50138303572311,0.948941398528578,-4.62828629599542,"No"
"AQP1",10.584,-53.732,0.677791795732237,0.501520551714381,0.948941398528578,-4.62830290678346,"No"
"BTN2A1",-10.6726666666666,218.556888888889,-0.677601275865817,0.501640188430021,0.948941398528578,-4.62831735168233,"No"
"DNTT",-3.73399999999999,-7.13688888888889,-0.677597508189607,0.501642554495344,0.948941398528578,-4.62831763730195,"No"
"CD2",-12.9133333333333,58.2791111111111,-0.677458109993927,0.501730099553422,0.948941398528578,-4.6283282037142,"No"
"TIMM17A",20.8564444444444,645.11362962963,0.677363940776979,0.501789244579592,0.948941398528578,-4.62833534057899,"No"
"SPA17",-4.32600000000001,63.858,-0.67726741686244,0.50184987248888,0.948941398528578,-4.62834265491208,"No"
"NUTF2",39.3366666666668,605.336888888889,0.67725394610091,0.501858333966137,0.948941398528578,-4.62834367561202,"No"
"TTN-AS1",4.27466666666667,10.17,0.67713877889678,0.501930677883075,0.948941398528578,-4.62835240120918,"No"
"SYCP1",3.60933333333333,10.614,0.676392013758253,0.502399907598054,0.949419316354478,-4.6284089449935,"No"
"CALM3",-34.5459999999998,865.828,-0.676222446970277,0.502506488296004,0.949419316354478,-4.6284217759543,"No"
"KRT14",-8.46466666666666,24.7984444444444,-0.676155879310396,0.502548332582139,0.949419316354478,-4.62842681222255,"No"
"CLEC3B",7.07666666666667,22.2662222222222,0.676069053453667,0.50260291399238,0.949419316354478,-4.62843338043708,"No"
"POLB",10.8193333333334,271.729111111111,0.675661387939531,0.502859228470128,0.949703558227213,-4.62846420874362,"No"
"ARHGAP6",5.426,-94.4265555555556,0.675356056712162,0.503051248398775,0.949703558227213,-4.62848728667312,"No"
"EMG1",-16.1650000000001,389.050666666667,-0.67511388552999,0.503203576082278,0.949703558227213,-4.62850558363577,"No"
"DMWD",-13.7413333333334,208.580111111111,-0.674892286181513,0.50334298600683,0.949703558227213,-4.6285223207947,"No"
"INTS3",22.6006666666666,360.456888888889,0.674747292687873,0.503434214000605,0.949703558227213,-4.62853326913987,"No"
"STAR",-9.13599999999999,-50.6642222222222,-0.674723394349719,0.503449251387303,0.949703558227213,-4.62853507346776,"No"
"SDC4",20.9653333333334,119.984666666667,0.674521691122557,0.50357617749931,0.949703558227213,-4.62855029964425,"No"
"MCM7",107.275333333333,1863.30244444444,0.67449570386413,0.503592531814541,0.949703558227213,-4.62855226105284,"No"
"HOXA9",-3.65333333333333,7.012,-0.674192794959547,0.503783180013816,0.949729349008304,-4.62857511798417,"No"
"TGFBR2",-4.78966666666667,-2.91222222222222,-0.674015238110545,0.503894951060908,0.949729349008304,-4.62858851150208,"No"
"NUDC",-50.4546666666663,1340.19911111111,-0.67397090907773,0.503922858053014,0.949729349008304,-4.62859185481342,"No"
"CPB2",4.05066666666665,52.7406666666667,0.673807414397851,0.504025792134405,0.949729349008304,-4.62860418381373,"No"
"SNRPB2",42.1720000000003,1299.368,0.673276702206788,0.504360000610491,0.94990077771752,-4.62864418458334,"No"
"APOBEC1",-5.80866666666666,18.6415555555556,-0.673211513386697,0.504401060686297,0.94990077771752,-4.6286490958984,"No"
"ADRB3",6.79666666666666,17.3777777777778,0.673163164191117,0.504431515271243,0.94990077771752,-4.6286527382238,"No"
"HR",7.70733333333334,-56.4631111111111,0.672671408918164,0.504741323095863,0.950286533439373,-4.62868976970629,"No"
"NNT",-14.1106666666666,199.236222222222,-0.672209485000585,0.505032431577847,0.950636930458591,-4.62872453106426,"No"
"CTSG",-5.37866666666663,71.5282222222222,-0.671792583177419,0.505295245337734,0.95083612257241,-4.62875588465645,"No"
"DCT",-4.10244444444444,17.6104444444444,-0.671702242068978,0.50535220595103,0.95083612257241,-4.62876267640188,"No"
"LINC01963",4.54333333333333,39.6531111111111,0.671541903811127,0.505453308807268,0.95083612257241,-4.62877472829496,"No"
"SOX13",-5.42799999999998,44.1377777777778,-0.671293479489354,0.505609976963507,0.950933263694971,-4.62879339575396,"No"
"APOBEC2",-3.372,-4.76644444444444,-0.670884159882368,0.505868171024235,0.951025950661337,-4.62882413896101,"No"
"EPB41L2",-28.5693333333332,346.173333333333,-0.67088231149076,0.505869337131102,0.951025950661337,-4.62882427774928,"No"
"MSLN",-15.4093333333333,77.9277777777778,-0.670050215475592,0.506394435638267,0.951517214866357,-4.62888671915905,"No"
"RAB11A",-19.1180000000001,301.280222222222,-0.670007003846659,0.506421712662469,0.951517214866357,-4.62888995977341,"No"
"SGCB",-3.586,13.0757777777778,-0.669968638925663,0.506445930907994,0.951517214866357,-4.62889283674527,"No"
"RPS26",13.5486666666666,308.100666666667,0.669350355827416,0.50683631531041,0.951593288089718,-4.62893917973799,"No"
"RET",-3.77383333333333,-4.465,-0.669298030088387,0.506869361332029,0.951593288089718,-4.62894309989094,"No"
"EDA",-9.02000000000002,70.3814444444444,-0.66923967760709,0.506906214890546,0.951593288089718,-4.62894747120946,"No"
"CASP8",-4.4437777777778,70.1006666666667,-0.668969534220494,0.507076847793302,0.951593288089718,-4.6289677034978,"No"
"HCRT",-15.0459999999999,103.718888888889,-0.668906286895678,0.50711680173647,0.951593288089718,-4.62897243924829,"No"
"QSOX1",13.672,88.7228888888889,0.668905921117859,0.507117032806814,0.951593288089718,-4.62897246663527,"No"
"ZMYND8",-15.7243333333334,208.145055555556,-0.668556756870938,0.507337634080794,0.95159771704029,-4.62899860313856,"No"
"ECHS1",32.8433333333335,454.160888888889,0.668547788491275,0.507343300972235,0.95159771704029,-4.62899927428903,"No"
"NXPH3",-8.05333333333333,4.25511111111111,-0.668205650816114,0.507559514776403,0.95159771704029,-4.6290248717669,"No"
"PPP4R1",-9.87666666666675,173.004444444444,-0.668072387431145,0.507643744082011,0.95159771704029,-4.6290348386328,"No"
"ERI3",29.2073333333333,220.526,0.668070550168687,0.507644905379346,0.95159771704029,-4.62903497602965,"No"
"NEDD8",63.8580000000006,1920.14777777778,0.667882511033217,0.507763768839203,0.951623507155898,-4.62904903632596,"No"
"PSMA3",-73.2800000000002,2384.94622222222,-0.667336365711452,0.50810908440308,0.951896622588729,-4.62908985180824,"No"
"KIF3A",-10.5553333333333,85.5086666666667,-0.667291784939602,0.508137277463904,0.951896622588729,-4.62909318207894,"No"
"FCGBP",-11.8706666666667,117.568888888889,-0.667153233777254,0.508224903202332,0.951896622588729,-4.62910353075584,"No"
"HNRNPA0",-26.3506666666667,482.828666666667,-0.666814296656795,0.508439296251351,0.952101217840689,-4.62912883797095,"No"
"RAPGEF3",-13.7556666666666,-174.834222222222,-0.666544213950897,0.508610170906474,0.952176524281458,-4.62914899522256,"No"
"H1-0",-4.74644444444446,34.8285925925926,-0.666401752419266,0.508700315349413,0.952176524281458,-4.62915962448014,"No"
"SLC6A2",-7.59966666666665,87.4192222222222,-0.666252113941784,0.50879501043447,0.952176524281458,-4.62917078686737,"No"
"TTC3",21.7853333333334,378.788,0.666063058973063,0.508914662962264,0.952203628530759,-4.62918488610907,"No"
"SCAND2P",-6.04033333333334,-21.6911111111111,-0.665788692113388,0.509088336365057,0.952331776332485,-4.62920534085227,"No"
"ST6GALNAC2",-5.70666666666666,26.67,-0.665211413460532,0.509453856950274,0.952485557775397,-4.62924835197181,"No"
"DNM2",-31.3546666666663,566.612,-0.665207957012287,0.509456045928193,0.952485557775397,-4.62924860939226,"No"
"CMA1",11.7686666666666,131.091555555556,0.665160430768906,0.509486144942152,0.952485557775397,-4.629252148799,"No"
"IFNB1",-3.14266666666667,-20.584,-0.66464833241539,0.509810524896226,0.952583759954585,-4.62929027070801,"No"
"DNASE1L3",10.464,92.0013333333333,0.664518064095725,0.509893058983444,0.952583759954585,-4.6292999637093,"No"
"NXPH2",3.97400000000001,22.6762222222222,0.664429737127686,0.509949024409154,0.952583759954585,-4.62930653490022,"No"
"COL4A6",3.39266666666667,1.15277777777778,0.664413174803155,0.50995951894189,0.952583759954585,-4.62930776698072,"No"
"OSM",7.79599999999999,-65.4271111111111,0.663915994214738,0.51027460634041,0.952975719019405,-4.62934473876791,"No"
"HBZ",-7.51133333333333,3.95733333333333,-0.663510301317749,0.510531791623849,0.953259402219494,-4.62937488754297,"No"
"G6PC1",-3.852,15.102,-0.663027856435068,0.510837724404895,0.953296121581851,-4.62941071701344,"No"
"CILP",4.24666666666667,-2.85777777777778,0.662914524966805,0.510909605671103,0.953296121581851,-4.62941913010357,"No"
"PRL",10.15,175.663111111111,0.662859893569947,0.510944257965718,0.953296121581851,-4.62942318513671,"No"
"GBP1",-39.2493333333333,387.321333333333,-0.662790379551449,0.510988352035707,0.953296121581851,-4.62942834437253,"No"
"PRKD3",-13.041,69.0626666666667,-0.6625403550857,0.511146964340733,0.953296121581851,-4.62944689654526,"No"
"STRN3",-12.618,179.792888888889,-0.662002274043415,0.51148840629847,0.953296121581851,-4.62948680008813,"No"
"NREP",-80.1880000000002,469.464666666667,-0.661919659036941,0.511540840967564,0.953296121581851,-4.62949292397104,"No"
"EID1",-26.7366666666666,716.940888888889,-0.661631349298792,0.51172385015747,0.953296121581851,-4.62951428932903,"No"
"ATOSB",7.74244444444449,132.254148148148,0.661521380745037,0.511793663762386,0.953296121581851,-4.62952243625236,"No"
"DPY19L4",-4.42200000000002,52.8048888888889,-0.661220009268952,0.511985015998068,0.953296121581851,-4.62954475641459,"No"
"YIPF6",9.83733333333336,159.907111111111,0.661101114329165,0.512060517552525,0.953296121581851,-4.62955355931514,"No"
"NUBP1",-13.8706666666666,383.524222222222,-0.661094491968327,0.512064723110411,0.953296121581851,-4.62955404958545,"No"
"RB1CC1",4.46133333333333,39.6246666666667,0.661047316443389,0.512094682664015,0.953296121581851,-4.62955754197355,"No"
"DMP1",4.29266666666665,-37.7191111111111,0.661019514313762,0.512112339283686,0.953296121581851,-4.62955960004347,"No"
"RB1",17.5226666666666,223.313555555556,0.660665199950272,0.512337386583024,0.953296121581851,-4.6295858210905,"No"
"ALDH1A1",-4.55,-0.227777777777778,-0.660566604281572,0.512400020375095,0.953296121581851,-4.62959311526069,"No"
"MYCL",-8.31355555555555,-65.6063703703704,-0.660250446558703,0.512600890301224,0.953296121581851,-4.62961649774502,"No"
"PEX13",-6.28800000000001,33.5037777777778,-0.660084098428075,0.512706596176536,0.953296121581851,-4.62962879624364,"No"
"NEMF",10.3203333333334,93.957,0.659684095872409,0.512960825819973,0.953296121581851,-4.62965835714308,"No"
"MRPS14",4.41066666666665,32.9041111111111,0.659561314877417,0.513038875376187,0.953296121581851,-4.62966742741802,"No"
"PRIM1",-15.5986666666666,300.825777777778,-0.659303572835598,0.513202737944038,0.953296121581851,-4.62968646246726,"No"
"HMGB1",-70.9286666666667,2206.79911111111,-0.659021044543636,0.513382391073114,0.953296121581851,-4.62970731983233,"No"
"GAS6",-8.05111111111107,91.628,-0.658756800764005,0.51355044817733,0.953296121581851,-4.62972681957556,"No"
"TP63",26.5413333333333,161.972888888889,0.658754339024232,0.513552013965101,0.953296121581851,-4.62972700120308,"No"
"ACTL6B",-5.78733333333332,46.2662222222222,-0.658538282395297,0.513689446643753,0.953296121581851,-4.62974293934864,"No"
"RTEL1",-29.214,117.988222222222,-0.658395104066756,0.513780532667356,0.953296121581851,-4.62975349860861,"No"
"DGKB",-3.682,11.6746666666667,-0.658246753148892,0.513874918522233,0.953296121581851,-4.62976443701094,"No"
"MAEA",28.6839999999997,905.017777777778,0.658060913868204,0.513993168911709,0.953296121581851,-4.62977813620648,"No"
"LILRB2",2.976,-18.39,0.657931066904491,0.514075799826499,0.953296121581851,-4.62978770570301,"No"
"ECM2",4.55966666666668,47.3406666666667,0.657864003972682,0.514118479569589,0.953296121581851,-4.62979264741325,"No"
"HOXB6",8.6913333333334,198.322444444444,0.657786214150217,0.514167988438329,0.953296121581851,-4.62979837895555,"No"
"PRRC1",-6.55333333333328,144.934740740741,-0.657739788838196,0.514197536774238,0.953296121581851,-4.62980179925465,"No"
"TFCP2",-14.5603333333333,185.733777777778,-0.657536401398653,0.514326997628021,0.953296121581851,-4.62981678070973,"No"
"PPIH",31.1393333333333,461.551777777778,0.657498014830556,0.514351433542535,0.953296121581851,-4.62981960775202,"No"
"SSTR3",17.3573333333333,51.4102222222222,0.657273310795931,0.514494486957462,0.953296121581851,-4.62983615326553,"No"
"GUSBP14",-9.13133333333334,86.9826666666667,-0.657121892397458,0.514590896581846,0.953296121581851,-4.62984729950637,"No"
"RAD9A",7.40100000000005,93.099,0.656931584400453,0.514712081389266,0.953296121581851,-4.62986130499009,"No"
"TRIM15",-9.12733333333334,76.9622222222222,-0.656904394302753,0.514729396821613,0.953296121581851,-4.62986330569319,"No"
"AVPR2",-24.5046666666667,50.5726666666667,-0.656904086799807,0.514729592650081,0.953296121581851,-4.62986332831943,"No"
"EFR3B",4.15044444444444,-38.9825925925926,0.656851536238752,0.514763059246042,0.953296121581851,-4.62986719486971,"No"
"GATAD1",5.52733333333335,82.7194444444444,0.656616093570753,0.514913014250355,0.953320935007796,-4.62988451454806,"No"
"MPP1",8.12066666666669,135.635777777778,0.656451353073374,0.515017952537551,0.953320935007796,-4.62989662966556,"No"
"PGR",2.83,-2.66111111111111,0.656334590229547,0.51509233643231,0.953320935007796,-4.62990521470476,"No"
"PHF3",-10.6340000000001,178.559555555556,-0.655943270072667,0.515341669464448,0.953587466856962,-4.62993397597063,"No"
"SCGB1A1",-7.16333333333333,-6.28688888888889,-0.6557638302975,0.515456022759445,0.953604174512468,-4.62994715892076,"No"
"CPD",8.694,66.9,0.655578140928745,0.515574373145623,0.953628268531251,-4.62996079735553,"No"
"HSP90B1",196.631333333334,3785.69644444444,0.655307371588012,0.515746975992466,0.95375267986842,-4.62998067804366,"No"
"CAPN9",-4.854,16.4,-0.654542095201978,0.516234971814291,0.953841788289434,-4.63003682414883,"No"
"HS3ST1",7.20866666666667,-4.25277777777778,0.65452565144163,0.516245460269582,0.953841788289434,-4.6300380298865,"No"
"ZNF169",9.03400000000002,-34.788,0.654342271219656,0.516362434893485,0.953841788289434,-4.63005147425322,"No"
"CRYBB3",-22.2026666666667,-432.726222222222,-0.654270630067447,0.516408137233619,0.953841788289434,-4.63005672557864,"No"
"HTATIP2",18.8293333333335,388.711555555556,0.654051130918687,0.516548176755575,0.953841788289434,-4.6300728115082,"No"
"POP7",-18.92,283.108666666667,-0.653877905233416,0.516658708386301,0.953841788289434,-4.63008550263144,"No"
"OSBPL1A",5.35933333333332,-15.422,0.653704896751623,0.516769114085116,0.953841788289434,-4.63009817461055,"No"
"DYNC1LI2",9.51733333333333,99.351,0.653680929615855,0.51678440975711,0.953841788289434,-4.63009992982499,"No"
"POLD1",42.478,-114.795555555556,0.653448672609062,0.516932647261408,0.953841788289434,-4.63011693577524,"No"
"PRUNE1",5.14700000000001,57.0432222222222,0.653247005485097,0.517061379332441,0.953841788289434,-4.63013169720163,"No"
"MYBL1",-3.537,24.8584444444444,-0.653062984641034,0.517178862081372,0.953841788289434,-4.63014516314473,"No"
"NDUFB6",5.30666666666667,31.9542222222222,0.652655297351049,0.517439189108953,0.953841788289434,-4.63017498313088,"No"
"PSMD13",36.5319999999998,578.413111111111,0.652606353678493,0.517470446607452,0.953841788289434,-4.63017856187398,"No"
"DHRS3",11.3706666666667,52.4537777777778,0.652425803962002,0.517585762037757,0.953841788289434,-4.63019176136651,"No"
"CDK16",-8.95022222222224,156.154888888889,-0.652364718080753,0.51762478014002,0.953841788289434,-4.63019622639068,"No"
"FANCC",-4.44933333333334,18.4141111111111,-0.65236053831131,0.517627449990826,0.953841788289434,-4.6301965318929,"No"
"STARD13",-5.62066666666666,4.466,-0.652267549494481,0.517686849018246,0.953841788289434,-4.63020332802198,"No"
"CUL4A",4.46466666666668,34.2584444444444,0.652260319371554,0.517691467600429,0.953841788289434,-4.63020385639963,"No"
"LPAL2",-9.86466666666668,-79.0304444444444,-0.651970114797927,0.517876867683632,0.953989249238577,-4.63022505990363,"No"
"EIF3C",215.295333333334,3689.61066666667,0.651538700702349,0.518152546569959,0.954302920391458,-4.63025656394082,"No"
"MEIS1",-8.72933333333333,-21.9582222222222,-0.651187903849872,0.518376767936477,0.954521711795173,-4.63028216609286,"No"
"CCN6",-4.34866666666667,21.7766666666667,-0.650754583114477,0.518653808343388,0.954626094052324,-4.63031377273678,"No"
"ZNF7",-5.77266666666667,78.466,-0.650616256355445,0.518742263204495,0.954626094052324,-4.6303238580964,"No"
"TTBK2",-4.19933333333333,34.1035555555556,-0.650485621864824,0.51882580654968,0.954626094052324,-4.63033338071895,"No"
"PPP2CA",-8.17066666666656,260.204111111111,-0.650419722789842,0.518867953043569,0.954626094052324,-4.63033818374379,"No"
"CREB3",-18.4773333333333,466.281333333333,-0.650170659027328,0.51902726110305,0.954626094052324,-4.63035633241175,"No"
"TMPRSS2",6.95466666666667,8.49955555555556,0.650109980093828,0.519066076984713,0.954626094052324,-4.63036075292298,"No"
"LOC100289561",-23.3006666666667,272.044444444444,-0.649551425699164,0.51942345311696,0.954901581564166,-4.63040142541049,"No"
"MAPK8IP1",29.7713333333332,412.807222222222,0.649496458225579,0.519458629691916,0.954901581564166,-4.63040542617952,"No"
"CRISP2",-2.448,-3.57066666666667,-0.649381390009166,0.519532272010723,0.954901581564166,-4.63041380028281,"No"
"BSN",-22.728,127.493777777778,-0.648806896441209,0.51990002460899,0.955004798197916,-4.6304555877362,"No"
"GPX7",17.0373333333333,90.8371111111111,0.648802888504595,0.519902590711672,0.955004798197916,-4.63045587913991,"No"
"LPCAT3",11.326,177.270888888889,0.648799335905105,0.519904865287997,0.955004798197916,-4.63045613743612,"No"
"RGP1",17.0193333333333,128.657555555556,0.648544434911132,0.520068081271442,0.955084041784536,-4.63047466677674,"No"
"DICER1",-11.6743333333333,290.053888888889,-0.648262673558858,0.520248528061874,0.955084041784536,-4.63049514049499,"No"
"KNOP1",-5.18333333333334,-39.7584444444444,-0.648053089543078,0.520382772401985,0.955084041784536,-4.63051036400765,"No"
"WNT8B",-9.1766666666667,-42.9097777777778,-0.647989230651378,0.520423679455422,0.955084041784536,-4.6305150015705,"No"
"NTRK2",3.85,45.1692,0.647822451863866,0.520530523548395,0.955084041784536,-4.63052711130903,"No"
"RNASEH2B",-4.58600000000003,92.6874444444444,-0.647612338692662,0.520665145755123,0.955084041784536,-4.63054236326323,"No"
"MAML1",9.94466666666668,206.796666666667,0.64746311327313,0.520760767671565,0.955084041784536,-4.6305531925267,"No"
"FKBP9",-5.16066666666664,62.5982222222222,-0.64722298891865,0.520914656223499,0.955084041784536,-4.63057061326198,"No"
"CCNA1",-4.69066666666666,20.8922222222222,-0.647167836016826,0.520950005499711,0.955084041784536,-4.63057461365975,"No"
"AMY2B",3.54133333333334,13.7626666666667,0.647085342326153,0.521002880756994,0.955084041784536,-4.63058059654997,"No"
"GNAQ",4.09666666666667,5.16222222222222,0.646596889479466,0.521316018693245,0.95546462211511,-4.63061600674114,"No"
"SSX2",-2.77466666666667,-6.65088888888889,-0.646082539655916,0.521645867041401,0.955875668931967,-4.63065326646676,"No"
"RAPGEF5",-17.1106666666667,184.804444444444,-0.645556604639374,0.521983259757151,0.956147735988822,-4.63069133587775,"No"
"NFKBIL1",-18.8333333333333,57.486,-0.645521862903329,0.522005551026369,0.956147735988822,-4.63069384958006,"No"
"NMU",5.06466666666667,25.3051111111111,0.645142525822567,0.52224897726514,0.956400129481912,-4.6307212876365,"No"
"WSB1",14.3940000000001,253.425222222222,0.644754910163272,0.522497778359727,0.956422760291638,-4.63074930843635,"No"
"WWTR1",-5.81,33.1684444444444,-0.644545150308382,0.522632444406551,0.956422760291638,-4.63076446524139,"No"
"MINDY2",2.97133333333333,31.7284444444444,0.644489493852585,0.522668179007229,0.956422760291638,-4.63076848606151,"No"
"ZWINT",-78.1453333333329,2095.13088888889,-0.644465045712494,0.522683876510164,0.956422760291638,-4.63077025217622,"No"
"GAPVD1",-3.70666666666665,88.795,-0.643787070647573,0.523119286167826,0.956820048383678,-4.63081920283991,"No"
"RBFADN",7.71466666666666,-14.5664444444444,0.643747519169828,0.523144692895684,0.956820048383678,-4.63082205697365,"No"
"NME4",57.1233333333334,685.071777777778,0.643633355905331,0.523218031759177,0.956820048383678,-4.63083029433267,"No"
"CDT1",12.2393333333333,221.112222222222,0.643128934506249,0.523542139124741,0.957219411881139,-4.63086667359459,"No"
"TLR2",7.73,28.4175555555556,0.642667428314278,0.523838765417264,0.957507841500155,-4.630899933689,"No"
"TBC1D1",19.852,312.709777777778,0.642381604389064,0.524022519245626,0.957507841500155,-4.63092052106871,"No"
"PDGFA",-15.315,13.5662222222222,-0.642233308423264,0.524117870965224,0.957507841500155,-4.6309311990792,"No"
